,SDATE,HOLIDAY,CELEBRATION,STOREID,PRODUCTID,LOW_TEMP,HIGH_TEMP,SKY,ENTRY,EXIT,ONSALE,COVID19,TARGET
581,2020/08/05,N,0,12,141691,26℃,31℃,阴~多云,1256,1583,Y,15,19.052
582,2020/08/06,N,0,12,141691,26℃,32℃,多云~晴,1189,1830,Y,15,14.372
583,2020/08/07,N,0,12,141691,26℃,32℃,多云,1176,1375,Y,18,18.048
584,2020/08/08,Y,週六,12,141691,25℃,31℃,阴~多云,579,615,Y,18,33.183
585,2020/08/09,Y,週日,12,141691,26℃,32℃,阴~多云,2179,1387,Y,18,30.269
586,2020/08/10,N,0,12,141691,26℃,31℃,阴~多云,863,1456,Y,22,22.849
587,2020/08/11,N,0,12,141691,26℃,31℃,阴~多云,697,1796,Y,27,32.078
588,2020/08/12,N,0,12,141691,26℃,31℃,阴~晴,1455,1244,Y,27,19.174
589,2020/08/13,N,0,12,141691,25℃,32℃,晴,1249,1437,Y,27,20.205
590,2020/08/14,N,0,12,141691,25℃,31℃,晴~多云,1673,1899,Y,27,16.575
591,2020/08/15,Y,週六,12,141691,25℃,31℃,多云,814,647,Y,33,41.961
592,2020/08/16,Y,週日,12,141691,25℃,31℃,多云,2597,1633,Y,34,44.948
593,2020/08/17,N,0,12,141691,26℃,32℃,多云,959,1803,Y,33,26.974
594,2020/08/18,N,0,12,141691,26℃,32℃,多云,991,1622,Y,35,24.322
595,2020/08/19,N,0,12,141691,26℃,32℃,晴,2010,2341,Y,35,17.373
596,2020/08/20,N,0,12,141691,25℃,32℃,晴,1390,2303,Y,36,21.163
597,2020/08/21,N,0,12,141691,25℃,32℃,多云~小雨,2366,1982,Y,36,23.186
598,2020/08/22,Y,週六,12,141691,25℃,29℃,阴~中雨,546,535,Y,38,32.446
599,2020/08/23,Y,週日,12,141691,26℃,30℃,阴~多云,2620,1827,Y,36,32.024
600,2020/08/24,N,0,12,141691,26℃,32℃,阴~多云,757,2020,Y,36,51.395
601,2020/08/25,N,0,12,141691,26℃,33℃,阴~多云,797,1279,Y,37,61.004
602,2020/08/26,N,0,12,141691,26℃,31℃,阴~多云,1616,2237,Y,31,30.112
603,2020/08/27,N,0,12,141691,26℃,32℃,阴~多云,1374,2436,Y,31,3.718
604,2020/08/28,N,0,12,141691,26℃,31℃,阴~多云,2111,2571,Y,31,20.441
605,2020/08/29,Y,週六,12,141691,26℃,30℃,阴~多云,573,483,Y,32,43.527
606,2020/08/30,Y,週日,12,141691,25℃,31℃,阴~晴,2983,1908,Y,34,37.693
607,2020/08/31,N,0,12,141691,25℃,30℃,阴~小雨,940,2145,Y,35,46.43
608,2020/09/01,N,0,12,141691,26℃,30℃,阴~多云,775,1167,Y,36,31.743
609,2020/09/02,N,中元節,12,141691,25℃,33℃,阴~小雨,1742,2534,Y,29,14.348
610,2020/09/03,N,軍人節,12,141691,25℃,30℃,阴~多云,1742,2250,Y,29,15.934
611,2020/09/04,N,0,12,141691,24℃,30℃,多云~阴,1979,1914,Y,30,17.549
612,2020/09/05,Y,週六,12,141691,23℃,29℃,阴~晴,555,639,Y,30,37.091
613,2020/09/06,Y,週日,12,141691,23℃,29℃,多云~晴,2751,1670,Y,30,64.866
614,2020/09/07,N,0,12,141691,25℃,31℃,晴~多云,853,1649,Y,30,28.575
615,2020/09/08,N,0,12,141691,25℃,30℃,阴~多云,819,1076,Y,0,26.026
616,2020/09/09,N,0,12,141691,24℃,30℃,多云~小雨,2189,2213,Y,0,11.96
617,2020/09/10,N,0,12,141691,25℃,29℃,阴~多云,1376,2221,Y,0,13.14
618,2020/09/11,N,0,12,141691,25℃,31℃,阴~小雨,2219,2117,Y,0,19.312
619,2020/09/12,Y,週六,12,141691,25℃,29℃,阴~小雨,678,855,Y,0,38.87
620,2020/09/13,Y,週日,12,141691,25℃,30℃,阴~小雨,2984,1682,Y,0,30.515
621,2020/09/14,N,0,12,141691,25℃,30℃,阴~晴,1223,1650,Y,0,17.557
622,2020/09/15,N,0,12,141691,25℃,31℃,多云,1314,1562,Y,0,23.34
623,2020/09/16,N,0,12,141691,26℃,31℃,阴~多云,1739,2093,Y,0,12.37
624,2020/09/17,N,0,12,141691,26℃,31℃,多云,1314,1914,Y,0,16.473
625,2020/09/18,N,0,12,141691,25℃,31℃,阴~多云,2298,2412,Y,0,15.118
626,2020/09/19,Y,週六,12,141691,25℃,30℃,阴~小雨,533,667,Y,0,23.47
627,2020/09/20,Y,週日,12,141691,25℃,28℃,阴~小雨,2597,1730,Y,0,38.814
628,2020/09/21,N,0,12,141691,24℃,29℃,阴~多云,1158,1630,Y,0,17.028
629,2020/09/22,N,0,12,141691,24℃,29℃,多云,1357,1176,Y,0,17.289
630,2020/09/23,N,0,12,141691,23℃,29℃,多云,2010,2609,Y,0,17.96
631,2020/09/24,N,0,12,141691,23℃,27℃,阴~小雨,1946,2058,Y,0,25.255
632,2020/09/25,N,0,12,141691,23℃,27℃,多云~小雨,2584,1776,Y,0,16.507
633,2020/09/26,N,特殊工作日,12,141691,22℃,26℃,阴~中雨,809,481,Y,0,24.933
634,2020/09/27,Y,週日,12,141691,23℃,24℃,阴~小雨,2599,1652,Y,0,34.554
635,2020/09/28,N,教師節,12,141691,23℃,25℃,阴~多云,1693,1472,Y,0,33.107
636,2020/09/29,N,0,12,141691,23℃,27℃,多云,1850,1165,Y,0,22.735
637,2020/09/30,N,0,12,141691,26°C,22℃,小雨转多云,2264,1642,Y,0,32.177
